Nose,Neck,RShoulder,RElbow,RWrist,LShoulder,LElbow,LWrist,MidHip,RHip,RKnee,RAnkle,LHip,LKnee,LAnkle,REye,LEye,REar,LEar,LBigToe,LSmallToe,LHeel,RBigToe,RSmallToe,RHeel,Background,tag
"560.781,268.916","601.892,223.856","523.622,253.246","523.601,382.452","519.633,496.172","674.426,210.101","729.247,364.871","760.733,507.845","688.182,266.917","643.097,276.776","627.424,415.874","601.886,603.947","739.114,259.11","743.036,413.881","756.675,507.939","543.214,257.153","570.53,249.297","0.0,0.0","599.976,200.344","0.0,0.0","0.0,0.0","758.74,509.936","549.028,639.176","545.146,633.333","615.628,621.56",0,1
"558.869,268.909","600.014,223.794","523.632,253.211","523.584,380.608","519.649,494.276","676.381,206.215","729.258,366.868","762.56,507.862","690.097,266.916","643.076,276.77","627.442,415.887","601.869,603.984","740.99,259.114","743.016,413.834","756.722,507.966","543.201,257.172","568.651,249.296","0.0,0.0","599.992,200.306","0.0,0.0","0.0,0.0","760.62,511.845","547.086,641.103","545.142,633.355","613.718,623.483",0,1
"560.823,268.853","600.015,223.836","523.614,253.246","523.59,380.57","519.678,496.149","674.46,208.164","729.234,366.893","762.6,507.893","690.088,264.997","645.016,276.741","621.55,425.627","601.876,605.851","739.118,259.129","742.966,411.901","743.084,599.961","545.131,257.158","570.538,247.384","0.0,0.0","600.002,198.427","711.641,637.189","741.002,637.185","745.011,613.674","545.172,641.133","543.242,635.201","615.616,623.484",0,1
"558.889,266.91","601.906,223.874","523.619,255.192","523.636,380.528","521.607,498.094","676.368,208.138","729.308,368.827","760.724,509.797","690.104,268.916","643.084,280.644","619.634,429.494","601.917,605.855","741.034,261.067","741.047,406.047","760.716,511.821","543.187,257.095","568.681,247.387","0.0,0.0","600.029,198.409","741.062,551.023","0.0,0.0","774.298,533.414","547.123,641.145","545.176,635.206","617.55,621.585",0,1
"558.921,265.001","601.916,225.749","523.64,257.066","523.634,378.629","521.594,496.216","674.429,208.188","729.267,368.862","762.575,509.814","690.1,268.877","643.116,280.64","617.68,435.445","601.903,605.883","741.016,259.078","740.995,400.179","762.602,511.865","543.236,257.098","570.53,247.331","0.0,0.0","600.024,198.383","746.937,545.143","0.0,0.0","772.377,537.272","547.11,641.161","545.173,635.215","615.669,623.481",0,1
"560.797,263.051","603.909,225.811","523.646,257.172","523.657,380.528","521.655,496.187","678.351,210.054","729.261,368.861","762.632,509.798","690.093,272.865","645.03,288.464","617.557,431.575","601.921,607.845","739.105,268.866","741.018,398.179","764.532,511.882","543.178,257.049","570.518,245.38","0.0,0.0","600.019,196.497","792.003,545.147","793.95,541.253","772.378,535.369","549.04,643.071","547.115,635.225","615.682,623.543",0,1
"558.889,261.1","603.905,227.821","525.496,257.186","523.632,378.633","523.516,496.187","678.31,210.139","729.278,370.741","762.619,509.96","694.039,278.699","647.025,292.433","607.82,435.448","601.921,609.825","743.012,272.771","740.998,402.123","764.563,511.833","541.276,255.124","568.644,243.443","0.0,0.0","600.003,196.404","789.969,545.186","791.968,543.178","770.435,539.248","550.98,643.08","549.072,635.223","615.693,625.456",0,1
"562.796,259.16","603.964,229.699","525.542,259.107","523.626,380.542","523.534,496.159","680.269,210.051","729.247,368.88","762.633,509.914","696.014,288.434","648.998,300.248","603.941,437.398","601.952,609.823","743.069,278.673","735.166,400.157","766.548,513.769","541.298,251.264","570.581,241.488","0.0,0.0","601.843,196.337","782.209,545.175","789.985,541.202","772.388,539.25","552.936,645.029","551.032,635.261","617.588,623.541",0,1
"564.763,259.032","603.896,231.668","525.581,259.082","523.655,380.584","523.519,496.215","676.423,212.027","729.304,376.68","762.631,513.795","695.923,288.438","648.985,300.254","601.97,437.394","601.962,609.773","742.935,278.677","731.28,398.218","770.414,517.71","543.227,247.383","570.659,239.549","0.0,0.0","600.022,194.474","786.118,547.087","0.0,0.0","774.369,539.302","552.975,645.035","552.925,635.241","617.593,621.592",0,1
"562.799,259.046","603.908,233.619","525.599,259.09","523.663,382.457","523.512,500.047","678.329,212.104","729.262,374.67","764.533,517.712","695.956,288.479","648.97,302.188","601.978,437.383","601.972,609.796","743.042,280.633","731.26,402.113","770.39,519.689","543.203,247.383","570.607,241.374","0.0,0.0","600.025,194.496","784.13,551.004","789.992,543.175","774.375,541.203","554.899,645.035","552.981,635.248","617.625,623.497",0,1
"566.699,259.089","603.927,235.582","525.612,259.13","525.508,382.438","523.494,498.122","678.335,212.098","729.271,368.869","762.599,519.628","697.902,290.395","650.91,304.132","601.936,443.231","603.837,611.734","744.927,280.652","735.145,406.029","770.421,521.586","545.158,249.328","572.517,241.418","0.0,0.0","601.881,194.446","780.253,549.045","788.076,541.225","776.316,541.179","552.996,645.067","552.957,635.275","619.515,625.444",0,1
"568.587,261.089","603.984,235.6","527.502,259.115","525.48,382.506","523.498,503.978","678.311,212.165","729.254,368.824","762.577,517.689","696.007,286.538","650.911,302.18","603.962,441.315","602.014,613.676","743.02,276.715","733.21,406.043","770.406,519.63","547.1,255.173","572.494,243.428","0.0,0.0","601.909,196.443","778.278,547.133","786.132,543.185","776.343,539.199","554.935,645.066","554.871,635.251","617.674,625.471",0,1
"566.679,268.891","603.961,233.646","527.524,259.097","525.484,384.447","523.558,505.922","678.372,212.094","729.263,368.796","762.627,515.725","696.009,284.552","650.888,300.235","607.872,445.232","603.842,611.772","744.919,272.841","733.236,413.87","768.463,515.762","545.15,257.114","570.677,247.366","0.0,0.0","601.999,196.485","786.106,545.171","791.958,541.242","772.414,539.22","554.933,646.941","554.873,635.271","617.686,625.46",0,1
"1076.09,366.935","1064.29,374.678","1072.11,374.706","1072.2,396.186","1078.01,411.863","1058.36,372.723","1056.41,392.32","1060.39,409.971","1060.39,413.871","1070.12,413.867","1072.08,445.169","1068.23,474.547","1056.49,413.839","1056.45,443.24","1056.43,470.666","1074.21,366.803","0.0,0.0","1072.24,366.754","1060.45,362.927","1052.54,474.539","1052.53,472.664","1054.49,470.718","1066.28,474.587","1072.12,474.6","1066.25,474.597",0,0
"570.545,270.896","605.856,233.647","527.508,259.113","525.61,382.604","523.514,503.996","678.36,212.158","729.338,370.819","762.587,517.688","695.946,276.777","649.013,292.427","617.697,443.229","603.866,611.738","744.926,270.816","743.031,413.826","762.613,521.608","550.994,259.093","572.623,253.242","0.0,0.0","602.011,204.245","791.972,549.031","0.0,0.0","766.536,541.156","556.874,641.156","554.922,635.19","617.65,627.408",0,1
"570.547,272.744","605.875,231.714","527.561,259.053","525.575,384.449","523.484,503.975","678.347,212.16","729.373,370.831","760.741,519.634","695.967,274.838","649.021,290.499","617.702,447.151","602.007,613.676","744.959,266.953","743.033,411.877","764.551,521.598","551.016,259.121","572.653,255.155","0.0,0.0","602.014,206.175","791.969,551.014","0.0,0.0","772.361,541.183","556.933,641.124","554.967,633.361","617.585,627.461",0,1
"570.549,272.708","605.857,235.566","527.56,259.069","525.621,384.452","523.492,502.063","678.345,216.011","729.393,366.892","762.652,511.909","696.025,276.763","650.885,292.407","617.684,445.17","601.974,613.709","745.003,268.888","742.981,409.956","764.547,517.729","551.013,259.08","572.65,255.118","0.0,0.0","602.043,206.169","789.978,554.874","790.0,550.974","772.404,539.205","554.927,643.122","554.872,635.231","615.698,629.402",0,1
"570.633,272.75","607.831,229.775","529.435,259.089","525.656,384.441","523.54,502.014","684.209,210.153","731.28,366.867","768.482,511.87","697.901,280.647","650.892,296.31","615.649,447.169","601.963,615.664","745.043,272.778","741.004,409.949","768.492,519.635","552.994,259.123","574.592,255.14","0.0,0.0","603.93,204.253","792.071,554.842","795.884,554.862","774.361,539.245","554.952,646.956","554.906,635.308","615.686,631.336",0,1
"572.548,268.895","607.844,233.656","529.445,259.131","525.634,384.431","523.516,500.071","684.22,210.179","733.25,368.759","768.513,509.801","699.913,282.627","652.857,298.306","609.798,447.139","601.959,615.678","746.984,272.85","741.048,398.177","772.344,515.775","554.917,257.199","578.43,247.392","0.0,0.0","603.994,200.306","789.982,554.999","792.018,552.938","774.394,539.188","554.949,646.997","554.915,635.341","617.558,629.402",0,1
"570.636,263.056","609.795,235.576","531.406,259.162","525.647,384.434","523.501,504.001","686.182,210.167","735.146,366.901","766.555,509.845","699.888,288.439","651.009,302.223","605.88,435.449","601.941,617.554","746.952,278.682","742.917,394.295","772.35,513.804","554.856,255.193","574.58,243.495","0.0,0.0","604.007,196.479","776.297,552.948","786.102,549.038","778.263,533.392","554.886,648.87","554.886,637.232","615.701,631.346",0,1
"570.559,261.03","613.669,237.525","531.449,259.187","525.633,384.519","523.513,503.965","686.222,212.066","739.075,370.779","768.486,511.812","699.91,290.423","652.903,304.174","603.939,435.437","601.958,617.548","746.95,282.63","742.949,402.123","774.32,521.584","552.928,249.345","574.584,241.547","0.0,0.0","605.866,196.375","790.065,554.871","794.0,552.981","778.3,539.257","554.951,647.037","554.925,637.232","617.564,631.354",0,1
"570.533,259.133","611.76,237.528","531.456,261.057","525.602,384.553","523.485,505.934","688.176,210.178","737.101,368.795","770.401,509.882","699.952,292.422","652.894,306.191","602.023,437.373","601.987,617.596","748.867,286.55","742.973,400.2","774.32,517.712","551.038,247.378","574.538,241.466","0.0,0.0","605.858,196.332","788.071,551.003","793.94,551.024","780.219,537.314","554.933,646.982","554.902,637.183","617.576,633.24",0,1
"568.643,259.113","611.713,241.369","531.448,261.091","525.609,384.551","521.63,507.833","684.282,216.045","741.007,374.676","770.433,509.881","699.911,298.299","652.864,311.983","601.86,431.529","601.966,617.615","746.964,290.468","715.581,470.683","741.069,619.638","551.017,247.317","572.653,241.471","0.0,0.0","605.867,196.339","696.005,652.881","711.698,654.892","750.847,635.304","554.911,647.049","554.883,637.24","615.706,633.25",0,1
"566.687,259.215","611.722,241.393","533.349,261.044","525.609,386.462","521.559,509.817","684.265,219.924","741.082,372.702","770.388,509.923","697.945,302.227","650.99,315.908","598.05,425.646","601.968,617.64","744.966,292.438","713.588,431.502","742.931,619.634","549.031,247.369","572.625,243.378","0.0,0.0","605.881,196.383","695.987,652.919","711.669,656.792","750.858,635.232","554.922,648.882","554.915,637.262","617.551,633.282",0,1
"570.545,263.072","609.806,241.461","531.399,261.109","525.546,388.393","523.513,511.829","686.204,223.835","742.971,372.746","768.503,509.806","695.985,306.155","649.035,319.862","592.146,425.609","601.978,617.649","744.938,302.185","713.586,456.976","741.064,621.539","552.902,253.241","574.546,243.46","0.0,0.0","605.894,196.451","693.977,652.94","707.755,656.845","750.846,635.308","554.963,648.935","554.923,639.168","617.573,633.26",0,1
"568.66,265.016","609.795,241.49","529.433,264.961","525.466,386.504","521.642,511.825","686.215,221.898","742.917,368.876","768.455,507.976","695.949,308.07","650.908,319.891","590.237,415.832","601.958,619.525","742.965,304.121","711.61,449.156","741.042,619.64","550.976,255.207","572.644,243.508","0.0,0.0","605.888,198.364","695.975,654.84","711.654,658.764","750.835,635.233","552.943,650.867","551.006,645.023","617.612,633.283",0,1
"568.674,265.013","611.724,243.358","527.548,265.016","525.467,386.471","523.607,511.813","690.117,223.864","741.066,368.814","768.484,511.811","693.982,312.005","648.929,323.765","588.298,417.831","601.976,619.527","741.019,306.092","744.969,406.041","0.0,0.0","550.991,255.204","572.655,243.499","0.0,0.0","605.896,198.378","0.0,0.0","0.0,0.0","0.0,0.0","552.919,650.917","549.079,646.959","617.656,633.276",0,1
"566.648,264.966","609.763,243.43","525.635,270.832","523.607,386.516","521.574,515.749","690.095,225.768","741.066,370.744","768.439,511.885","690.122,319.871","645.082,331.621","586.197,431.548","601.954,619.567","739.118,315.923","697.947,425.614","739.097,619.657","547.096,255.152","572.546,243.521","0.0,0.0","605.844,198.395","697.989,656.777","715.613,658.752","748.859,635.221","554.87,650.891","552.932,645.022","617.654,633.304",0,1
"558.866,264.972","605.876,243.494","525.526,270.877","523.58,388.439","519.674,515.733","686.182,225.817","739.098,368.823","764.612,511.898","680.343,321.781","637.223,335.472","582.324,427.53","601.877,619.619","727.287,313.963","745.016,396.224","0.0,0.0","543.147,253.236","570.583,245.362","0.0,0.0","603.999,198.408","0.0,0.0","0.0,0.0","0.0,0.0","551.015,650.965","549.039,646.987","617.591,635.204",0,1
"556.941,265.006","605.866,243.515","525.492,270.88","523.52,388.402","519.639,515.785","686.216,227.728","737.159,370.743","764.531,515.734","678.308,329.63","633.337,337.501","574.557,431.506","601.862,619.597","723.392,323.742","744.971,400.156","762.613,513.789","541.233,253.24","570.515,245.418","0.0,0.0","603.898,200.312","0.0,0.0","0.0,0.0","772.404,539.285","547.089,652.88","545.116,648.913","617.599,633.33",0,1
"556.95,263.058","603.915,245.439","523.567,272.84","523.49,388.388","515.768,513.826","682.307,227.782","737.104,370.779","762.677,515.774","676.401,335.486","633.264,343.373","572.571,431.51","600.006,619.623","719.528,327.687","690.109,429.555","0.0,0.0","541.23,253.208","570.531,243.524","0.0,0.0","602.02,200.307","0.0,0.0","0.0,0.0","0.0,0.0","547.075,652.905","543.25,648.938","617.569,633.344",0,1
"556.867,264.99","603.866,245.457","523.529,274.707","521.642,388.392","515.726,517.677","680.353,227.821","737.109,372.724","764.551,519.643","676.359,337.433","633.237,345.302","570.583,431.568","599.994,619.591","717.567,333.547","684.294,427.538","733.212,631.287","541.153,255.106","568.619,245.416","0.0,0.0","601.898,198.434","697.942,662.677","715.596,664.572","745.051,641.138","545.155,652.96","543.209,648.96","617.561,633.294",0,1
"555.003,266.931","603.843,249.335","521.648,274.801","519.679,390.365","511.863,517.68","680.348,229.752","737.113,374.706","762.662,521.574","676.414,337.491","633.242,347.291","570.507,433.523","599.971,619.59","723.41,335.487","692.085,431.541","733.182,627.45","539.232,255.157","566.669,245.416","0.0,0.0","599.938,202.325","697.922,664.579","715.575,664.618","745.014,639.17","543.191,654.843","543.157,648.991","617.557,633.298",0,1
"554.874,270.794","602.003,249.312","521.565,274.785","515.761,392.297","509.949,515.773","680.311,229.764","735.182,370.774","762.613,521.565","674.412,335.516","631.338,345.305","568.676,433.444","599.949,619.605","717.554,329.636","694.061,433.474","729.351,629.349","537.289,257.071","560.789,249.28","0.0,0.0","594.107,206.178","695.956,662.675","709.695,664.656","739.061,637.244","541.295,656.792","541.26,650.876","615.663,633.329",0,1
"549.036,272.712","600.022,251.28","521.566,274.724","511.896,392.31","511.821,517.71","678.335,231.692","735.162,368.9","762.652,519.626","676.386,333.575","631.307,343.323","566.643,437.362","599.936,619.649","725.399,325.723","696.008,433.452","729.327,627.424","529.488,257.164","556.871,253.211","0.0,0.0","592.133,208.159","697.914,662.676","713.632,664.705","731.289,635.273","541.272,656.803","541.239,650.889","615.655,635.21",0,1
"545.126,272.773","599.934,253.201","517.738,272.835","509.988,394.246","511.805,513.821","678.301,233.632","735.157,378.568","762.655,521.584","672.494,335.508","627.441,343.357","566.673,435.462","598.03,621.547","727.309,327.666","697.994,443.252","729.325,625.439","527.545,257.229","554.938,255.189","0.0,0.0","588.352,210.028","698.01,660.752","739.091,654.853","735.161,635.263","541.259,656.833","541.23,650.892","613.745,635.28",0,1
"547.12,272.803","594.146,253.204","515.743,274.713","509.916,396.18","509.879,515.734","674.45,229.757","731.258,374.716","762.598,523.523","666.634,335.46","623.491,343.347","566.702,435.463","596.089,621.587","713.664,327.655","695.996,445.213","729.299,625.459","529.433,259.058","555.01,255.15","0.0,0.0","588.264,210.083","703.833,660.716","742.927,652.924","729.329,635.297","541.223,656.834","541.201,650.89","611.77,635.317",0,1
"541.29,272.856","594.085,253.188","513.82,272.869","509.897,398.121","509.916,511.894","670.504,231.66","731.301,382.586","760.697,521.602","668.604,327.67","625.477,337.432","570.538,433.446","596.047,621.562","725.36,317.882","694.062,445.237","729.251,627.426","525.566,259.094","552.951,255.191","0.0,0.0","586.338,210.112","699.912,660.741","729.288,658.775","735.174,637.216","541.177,656.83","541.152,650.895","609.835,635.295",0,1
